title;date;description;genre;rating;users_rating;votes;languages;directors;actors;runtime
The Doll 2;13/11/1990;A mother uses her deceased daughter's doll as a medium to communicate with her, but the consequences are chilling.;Horror;;5.4;398;Indonesian;Rocky Soraya;['Herjunot Ali', 'Luna Maya', 'Sara Wijayanto', 'Maria Sabta', 'Rydhen Afexi', 'Ira Ilva Sari', 'Mega Carefansa', 'Shofia Shireen', 'Wati Sudiyono', 'Princess Martinez', 'Dea Rizkyana', 'Ferdian Ariyadi', 'Syntia', 'Wafa', 'Shandy Aulia'];60
The Guys;19/02/2008;Alfi (Raditya Dika) is an employee who works in Mr. Jeremy's (Tarzan) company. He falls in love with his boss' daughter named Amira (Pevita Pearce). Helped by his friends in the office, can Alfi date his boss' daughter or lose his job?;Comedy;13+;6.7;254;Indonesian;Raditya Dika;['Raditya Dika', 'Pevita Pearce', 'Phongsiree Bunluewong', 'Marthino Lio', 'Indra Jegel', 'Tarzan', 'Widyawati', 'Pimchanok Leuwisetpaiboon', 'Caitlin Halderman', 'Deny Danu Prasetia', nan, nan, nan, nan, nan];67
The Underdogs;28/12/1959;4 friends who tried to become famous by being Youtubers.;Comedy;;7.1;63;Indonesian;Adink Liwutang;['Sheryl Sheinafia', 'Brandon Salim', 'Babe Cabita', 'Jeff Smith', 'Ernest Prakasa', 'Young Lex', 'Han Yoo Ra', 'Dede Yusuf', 'Meira Anastasia', 'Joko Anwar', 'Febby Febiola', 'Dodit Mulyanto', 'Pandji Pragiwaksono', 'Soleh Solihun', 'Aulion'];76
Trinity, The Nekad Traveler;23/06/1965;A career woman from Jakarta named Trinity, who travel to various parts of the world.;Adventure;13+;7.3;61;Indonesian;Rizal Mantovani;['Maudy Ayunda', 'Hamish Daud', 'Anggika Bolsterli', 'Rachel Amanda', 'Babe Cabita', 'Muhammad Farhan', 'Cut Mini Theo', 'Ayu Dewi', 'Tompi', nan, nan, nan, nan, nan, nan];46
Ular Tangga;23/02/1996;An indigo student who can see something bad is going to happen who come through a dream with her plan and friends for hiking a mountain but no one believe her.;Horror;;5.8;33;Indonesian;Arie Azis;['Ahmad Affandy', 'Alessia Cestaro', 'Shareefa Daanish', 'Egy Fedly', 'Yova Gracia', 'Roy Marten', 'Vicky Monica', 'Fauzan Nasrul', 'Randa Septian', 'Guntur Triyoga', nan, nan, nan, nan, nan];127
Valentine;18/11/2011;Man recruits girl under the guise of making a movie, while really trying to turn her into a masked vigilante.;Action;13+;4.7;504;Indonesian;Ubay Fox;['Arie Dagienkz', 'Matthew Settle', 'Ahmad Affandy', 'Sasky Aisyawara', 'Indra Birowo', 'Mega Carefansa', 'Albert Cen', 'Amber Lee Connors', 'Cynthia Cranz', 'Hayden Daviau', 'Marcell Domits', 'R. Bruce Elliott', 'Emily Fajardo', 'Stephen Fu', 'Luis Jocom'];46
Verses of Love 2;22/05/1955;Fahri, now living in Edinburgh and even becomes a lecturer at University of Edinburgh, but he was forced to live his daily life alone. Together with Uncle Hulusi, his Turkish household assistant, he continued his life without Aisha.;Drama;13+;5.6;533;Indonesian;Guntur Soeharjanto;['Fedi Nuril', 'Dewi Sandra', 'Chelsea Islan', 'Tatjana Saphira', 'Nur Fazura', 'Pandji Pragiwaksono', 'Arie K. Untung', 'Cole Gribble', 'Dewi Irawan', 'Bront Palarae', 'Timo Scheunemann', 'Melayu Nicole', 'Lera Netesa', 'Millane Fernandez', 'Jihane Almira'];142
Wage;20/02/1961;Wage is a biopic movie about the creator of the national anthem of Indonesia titled Indonesia Raya (The Great Indonesia), Wage Rudolf Soepratman.;Biography;;8.8;43;Indonesian;John de Rantau;['Khoirul Ilyas Aryatmaja', 'Putri Ayudya', 'Herman Bennink', 'Banon Gautama', 'Oim Ibrams', 'Ecky Lamoh', 'Bram Makahekum', 'Ricky H. Malau', 'Prisia Nasution', 'Pandoyo Adi Nugroho', 'Rendra Bagus Pamungkas', 'Richard Pb', 'Eko Petel', 'Kedung Darma R.', 'Ferry Sofyan'];110
Warkop DKI Reborn: Jangkrik Boss Part 2;20/04/2005;Dono, Kasino, and Indro's adventure continues. They have to search for the treasure to pay their debts. They travel to Malaysia as their first destination, but the bag with the codes to the treasure is switched with a Malaysian woman's.;Adventure;13+;5.5;404;Indonesian;Anggy Umbara;['Abimana Aryasatya', 'Vino G. Bastian', 'Tora Sudiro', 'Hannah Al Rashid', 'Indro Warkop', 'Ence Bagus', 'Nur Fazura', 'Nora Danish', 'Babe Cabita', 'Sherry Alhadad', 'Man Raja Lawak', nan, nan, nan, nan];159
3 Srikandi;28/05/1961;Based on a true story. In 1988, Seoul Olympic, 3 female archers from Indonesia created history by winning the first medal ever for the country.;Biography;;6.6;196;Indonesian;Iman Brotoseno;['Bunga Citra Lestari', 'Chelsea Islan', 'Tara Basro', 'Reza Rahadian', 'Donny Damara', 'Mario Irwinsyah', 'Detri Warmanto', 'Indra Birowo', 'Ivanka Suwandi', 'Joshua Pandelaki', nan, nan, nan, nan, nan];193
Aach... Aku Jatuh Cinta;24/09/1985;A cheerful yet serious Indonesian Romeo and Juliet. A boy and a girl from the same district, but with difficult childhoods and other reasons not to acknowledge their love. Through the ...;Drama;;6.5;51;Indonesian;Garin Nugroho;['Chicco Jerikho', 'Pevita Pearce', 'Nova Eliza', 'Annisa Hertami', 'Joko Kamto', 'Tony Soekardi', 'Angelista', 'Bima Azriel', 'Gati Andoko', 'Rukman Rosadi', nan, nan, nan, nan, nan];49
Aku Ingin Ibu Pulang;04/04/1956;An Indonesian drama following the life of a young marathon runner who just wants his mother to return and make their family whole again.;Drama;SU;8.0;6;Indonesian;Monty Tiwa;['Jefan Nathanio', 'Nirina Zubir', 'T. Rifnu Wikana', 'Ghecca Tavvara', 'Verdi Solaiman', 'Mario Irwinsyah', 'Nova Eliza', 'Deddy Mahendra Desta', 'Acha Sinaga', 'Reza Nangin', 'Andy F. Noya', nan, nan, nan, nan];123
Algojo: Perang Santet;30/05/2006;Desta was born in the happy family. However, happiness in the family did not last long when a shipment of witchcraft led to the death of both parents. Desta grow up to be a loner and full ...;Action;;1.6;49;Indonesian;Rudy Soedjarwo;['Darius Sinathrya', 'Stevie Domminique Jollie', 'Otig Pakis', 'Christoffer Nelwan', 'Emil Kusumo', 'Wani Siregar', 'Galih Galinggis', 'Sabrina Athika', 'Osh Indah', 'Siska Sandy', 'Betet Kunamsinam', 'Kim Kematt', 'Andi Bersama', 'Aulia Mahariza', nan];191
Bangkit!;17/10/1966;;Action;13+;6.4;14;Indonesian;Rako Prijanto;['Putri Ayudya', 'Vino G. Bastian', 'Donny Damara', 'Adrian Dima', 'Khiva Iskak', 'Yasamin Jasem', 'Deva Mahenra', 'Ferry Salim', 'Acha Septriasa', 'Yayu A.W. Unru', nan, nan, nan, nan, nan];158
Bulan Terbelah di Langit Amerika 2;23/05/1986;When Hanum and Rangga decided to return to Vienna, Hanum's boss gave them a new mission: to find a treasure left behind by a group of Chinese Muslim sailors who had set their sail toward the American continent long before Columbus arrived.;Adventure;13+;4.4;153;Indonesian;Rizal Mantovani;['Acha Septriasa', 'Abimana Aryasatya', 'Nino Fernandez', 'Rianti Cartwright', 'Hannah Al Rashid', 'Ira Wibowo', 'Hailey Franco', 'Boy William', 'Kenny Adianto Putra', 'Adlu Fahrezi', 'Eko Susilo', 'Rudianto Fransiskus', 'Novi Sandra Sari', 'Astro Liecharlie', 'Thomas Johansen'];175
Cek Toko Sebelah;21/12/2011;Right when everything is going well for Erwin, his father falls sick and asks him to drop everything and help out at the family store disappointing Yohan, his irresponsible older brother.;Comedy;13+;8.0;1472;Indonesian;Ernest Prakasa;['Ernest Prakasa', 'Kin Wah Chew', 'Gisella Anastasia', 'Dion Wiyoko', 'Adinia Wirasti', 'Dodit Mulyanto', 'Tora Sudiro', 'Adjis Doaibu', 'Andi Awwe Wijaya', 'Arafah Rianti', 'Yeyen Lydia', 'Anyun Cadel', 'Hernawan Yoga', 'Ghita Bhebhita', 'Budi Dalton'];196
Cinta Laki-Laki Biasa;11/12/1971;Nania (Velove Vexia) who comes from a rich family falls in love with Rafli (Deva Mahenra), an ordinary man. They were opposed by Nania's mother. Their love was tested by various trials.;Drama;;7.9;34;Indonesian;Guntur Soeharjanto;['Velove Vexia', 'Deva Mahenra', 'Nino Fernandez', 'Cok Simbara', 'Ira Wibowo', 'Dewi Yull', 'Dini Aminarti', 'Muhadkly Acho', 'Agus Kuncoro', 'Dewi Rezer', 'Uli Herdinansyah', 'Fanny Fabriana', 'Adi Nugroho', 'Donita', 'Mellya Baskarani'];157
Comic 8: Casino Kings Part 2;23/05/1988;"Eight secret agents are led into a trap by ""The King"" and the army. The secret agents must bet on their lives in the world's largest online gambling scheme whose players include renowned gamblers from around the globe.";Action;13+;6.1;307;Indonesian;Anggy Umbara;['Hannah Al Rashid', 'Donny Alamsyah', 'Ence Bagus', 'Babe Cabita', 'Candil', 'Billy Chong', 'Adjis Doaibu', 'Fico Fachriza', 'Gandhi Fernando', 'Agung Hercules', 'Lydia Kandou', 'Arie Kriting', 'Agus Kuncoro', 'Sophia Latjuba', 'Cak Lontong'];183
Dear Love;07/06/2012;A story between Rayya (Mentari de Marelle) and Nico (Dimas Aditya) who have been a very close best friend since they were kids. But as time goes by, they realize that they fall in love each other.;Romance;;7.2;15;Indonesian;Dedy Syah;['Dimas Aditya', 'Billy Davidson', 'Mentari De Marelle', 'Eza Giunino', 'Rebecca Tamara', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];103
Emma' (Mother);26/08/1951;Athirah's life is shattered when another woman enters her husband's life. In a time and cultural background where polygamy is still widely accepted, Athirah struggles alone with the hurt and humiliation.;Drama;;7.1;109;Indonesian;Riri Riza;['Cut Mini Theo', 'Christoffer Nelwan', 'Nino Prabowo', 'Arman Dewarti', 'Indah Permatasari', 'Tika Bravani', 'Jajang C. Noer', 'Dimi Cindyastira', 'Irmawati Jabbar', 'Andreuw Parinussa', nan, nan, nan, nan, nan];67
Firegate;01/08/1965;The oldest pyramid in the world is found in Indonesia. A journalist must team up with an archaeologist and a shaman to uncover the mystery of the pyramid. They found out that this ancient pyramid is a prison for a malevolent ancient demon.;Adventure;;6.5;98;Indonesian;Rizal Mantovani;['Julie Estelle', 'Reza Rahadian', 'Ray Sahetapy', 'Dwi Sasono', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];130
Hangout;13/08/1973;Nine people who were invited to a mysterious island tried to survive when someone began to murder them one by one.;Comedy;13+;5.9;564;Indonesian;Raditya Dika;['Raditya Dika', 'Soleh Solihun', 'Prilly Latuconsina', 'Gading Marten', 'Titi Kamal', 'Surya Saputra', 'Dinda Kanyadewi', 'Bayu Skak', 'Mathias Muchus', nan, nan, nan, nan, nan, nan];136
Headshot;04/05/1965;Uwais plays a young man who washes ashore, an amnesiac with a serious head injury whose past comes back to haunt him shortly after being nursed back to health by a young doctor. Violence ensues. Sweet, sweet violence.;Action;Not Rated;6.3;12507;Indonesian;Kimo Stamboel;['Iko Uwais', 'Chelsea Islan', 'Sunny Pang', 'Very Tri Yulisman', 'Julie Estelle', 'Ario Bayu', 'Yayu A.W. Unru', 'Ganindra Bimo', 'Egy Fedly', 'Hirooki Goto', 'Gusti Achmad Habibi', 'David Hendrawan', 'Epy Kusnandar', 'Zack Lee', 'Udeh Nans'];57
I Am Hope;11/11/1958;Mia is a writer who's very eager to make her own play with her musician father, Raja Abdinegara, until that very dream halts due to her newly found lung cancer, the same disease that once ...;Drama;;7.2;12;Indonesian;Adilla Dimitri;['Tatjana Saphira', 'Fachry Albar', 'Ray Sahetapy', 'Febby Febiola', 'Alessandra Usman', 'Fauzi Baadila', 'Sandra Dewi', 'Ine Febriyanti', 'Wulan Guritno', 'Sophia Latjuba', 'Prisia Nasution', 'Aming Sugandhi', 'Deddy Sutomo', 'Ariyo Wahab', 'Khairan Aldy'];105
ILY from 38.000 Ft;02/11/1965;Aletta (Michelle Ziudith) meets Arga (Rizky Nazar) in Bali and they fall head over heels in love. They spent every moment together. When they return to Jakarta, Arga promises to find her and marry her. But, he never shows up anymore.;Drama;;6.0;111;Indonesian;Asep Kusdinar;['Michelle Ziudith', 'Rizky Nazar', 'Tanta Ginting', 'Derby Romero', 'Amanda Rawles', 'Ricky Cuaca', 'Ayu Dyah Pasha', 'Aline Tumbuan', 'Ira Wibowo', 'Amaranggana', 'Rizky Hanggono', 'Lionil Hendrik', 'Eko Mulyadi', 'Verrell Bramasta', nan];58
Indera ke Enam;24/07/1991;Merry and her daughter, Dina, decided to organize their lives by moving to a small house. But the situation that went well changed drastically when he began to look again at the occult.;Thriller;;5.8;18;Indonesian;Wisnu Kuncoro;['Natasha Gott', 'Widi Dwinanda', 'Gandhi Fernando', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];197
Ini Kisah Tiga Dara;05/03/1983;Since their mother passed away, three siblings known as Tiga Dara were taken by their father to the east of Flores, to a small seaside town. They built a beautiful boutique hotel, continuing their mother's dream.;Drama;;6.7;40;Indonesian;Nia Di Nata;['Titiek Puspa', 'Shanty Paredes', 'Tara Basro', 'Tatyana Akman', 'Rio Dewanto', 'Reuben Elishama', 'Richard Kyle', 'Ray Sahetapy', 'Cut Mini Theo', 'Joko Anwar', 'Nicke Vinadia', nan, nan, nan, nan];90
Iseng;10/12/2007;Inspired by a true story about a young rookie detective paired with an experienced officer, a flirtatious secretary, a prostitute, three thugs, a driver, a restaurant owner, a cook, and a ...;Drama;D;7.0;22;Indonesian;Adrian Tang;['Donny Alamsyah', 'Viola Arsa', 'Ayushita', 'Fauzi Baadila', 'Siti Badriah', 'Manda Cello', 'Fandy Christian', 'Melinda Csm', 'Donny Damara', 'Wulan Guritno', 'Khiva Iskak', 'Micheal Kho', 'Evelinn Kurniadi', 'Nagra Kautsar Pakusadewo', 'Tio Pakusadewo'];60
Istirahatlah Kata-Kata;04/03/1976;Wiji Thukul, a well-known poet, is designed as a suspect activist. With the police looking for him, Wiji is forced to leave Solo for Borneo, thousands of kilometers away.;Adventure;D;7.3;217;Indonesian;Yosep Anggi Noen;['Gunawan Maryanto', 'Marissa Anita', 'Eduward Manalu', 'Melanie Subono', 'Davi Yunan', 'Franco Christo', 'Kun Hidayat', 'Mugiono', 'Arswendi Nasution', 'Putri Fathiya Hany Nurrohman', 'Edwin Setiadi Raharja', 'Rukman Rosadi', 'Arif Setiawan', 'Sucipto', 'Joned Suryatmoko'];114
Jagoan Instan;18/02/1967;Bumi then becomes Instant Champ, who has strength and superiority after being injected with the serum. When the serum disappears, Bumi is back into a mediocre man.;Action;SU;5.3;23;Indonesian;Fajar Bustomi;['Kemal Palevi', 'Kevin Julio', 'Anisa Rahma', 'Dede Yusuf', 'Meriam Bellina', 'Alexa Key', 'Jovial Da Lopez', 'Andovi Da Lopez', 'Ki Manteb Soedharsono', 'Daan Aria', 'Faras Fatik', 'Nikita Mirzani', 'Maxx Don', 'Mo Sidik', 'Fico Fachriza'];55
Jilbab Traveler: Love Sparks in Korea;07/06/1956;Rania Samudra (Bunga Citra Lestari) is a travel writer and nicknamed Jilbab Traveler by the readers. When her father was sick, Rania decided to go home. But her father does not want her to worry and keep asking to continue her journey.;Drama;;6.9;14;Indonesian;Guntur Soeharjanto;['Bunga Citra Lestari', 'Morgan Oey', 'Giring Ganesha', 'Ringgo Agus Rahman', 'Wawan Wanisar', 'Dewi Yull', 'Tasya Medina', 'Indra Bekti', 'Ferry Ardiansyah', 'Aldila Jelita', nan, nan, nan, nan, nan];169
Jingga;28/10/1997;;Drama;;7.0;7;Indonesian;Lola Amaria;['Ray Sahetapy', 'Keke Soeryo', 'Joshua Pandelaki', 'Hifzane Bob', 'Quasar H.Y.', 'Hany Valerie', 'Aufa Assagaf', 'Nina Tamam', 'Isa Raja Loebis', nan, nan, nan, nan, nan, nan];52
Juara;08/02/1969;;Action;;6.0;6;Indonesian;Charles Gozali;['Bisma Karisma', 'Ciccio Manassero', 'Cecep Arif Rahman', 'Tora Sudiro', 'Cut Mini Theo', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];147
Ketika Mas Gagah Pergi the Movie;04/05/1977;Gagah was changed. After went to Ternate for his assignment suddenly, he changed drastically. His sister, Gita Ayu can't accept this. She thought Gagah is a new person who totally different from the previous one.;Drama;SU;8.3;67;Indonesian;Firman Syah;['Hamas Syahid', 'Aquino Umar', 'Masaji Wijayanto', 'Izzah Ajrina', 'Muhammad Taufik Akbar', 'Kholidi Asadil Alam', 'Ilham Anas', 'Endy Arfian', 'Abdurrahim Arsyad', 'Faisal Azhar', 'Muhammad Bagya', 'Andy Birulaut', 'Maxime Bouttier', 'Fendy Chow', 'Mentari De Marelle'];179
Koala Kumal;06/10/2006;Dika's marriage is got canceled because his girlfriend is cheating on him. After a long time broken heart, he met Trisna, a girl with a unique viewpoint. Trisna was trying to make Dika get over heartbreak and told him to revenge his ex.;Comedy;;6.6;449;Indonesian;Raditya Dika;['Raditya Dika', 'Acha Septriasa', 'Sheryl Sheinafia', 'Nino Fernandez', 'Ernest Prakasa', 'Cut Mini Theo', 'Dede Yusuf', 'Dwi Sasono', 'Anggika Bolsterli', 'Fero Walandouw', 'Adipati Dolken', 'Kevin Julio', 'Jessica Mila', 'Lydia Kandou', 'Kevin Anggara'];92
Kurung Manuk (Bird Cage);14/05/1958;Manuk an overly imaginative man child who never leaves his bedroom who ends up not only becoming the black sheep of the neighborhood but also the prime suspect of a serial murder case.;Sci-Fi;;7.2;11;Indonesian;Sigit Pradityo;['Mehdi Amrullah', 'Asep', 'Sabrina Athika', 'Adhie August', 'Meike Djuaeni', 'Yohanes Dwicipta', 'Andre Bablo Fardanish', 'Faras Fatik', 'Adinda Gabby', 'Gonzalo Gomez Pidal', 'Arie Gusti', 'Prasajadi Heru', 'Osh Indah', 'Citra Lubis', 'Makoto'];119
London Love Story;11/10/1972;Fate unites 4 different people with different situations and brings a little bit of surprise into their lives.;Drama;;6.2;12;Indonesian;Asep Kusdinar;['Michelle Ziudith', 'Dimas Anggara', 'Adilla Fitri', 'Dion Wiyoko', 'Ramzi', 'Yunita Siregar', 'Aaron Ashab', 'Ina Marika', 'Irene Librawati', nan, nan, nan, nan, nan, nan];47
Me vs. Mami;18/07/1976;A girl and her mother go on a road trip to Padang, West Sumatera, to visit her grandmother that will change the meaning of their relationship.;Comedy;13+;7.5;48;Indonesian;Ody C. Harahap;['Cut Mini Theo', 'Irish Bella', 'Dimas Aditya', 'Mike Lucock', 'Pierre Gruno', 'Gading Marten', 'Anwar Sanjaya Pigano', 'Eliza Sulaiman', 'Selvi Kitty', 'Rizal Tanjung', 'Deslenda', 'Desnawati', 'Ranti', 'Sumardi', 'Irsyal Jamal'];91
Midnight Show;03/05/2001;A serial killer is about to get on his revenge with the people inside a movie theater during a midnight showing.;Action;D;6.6;53;Indonesian;Ginanti Rona Tembang Sari;['Gandhi Fernando', 'Acha Septriasa', 'Ganindra Bimo', 'Ratu Felisha', 'Boy Harsya', 'Gesata Stella', 'Arthur Tobing', 'Ronny P. Tjandra', 'Daniel Topan', 'Ade Firman Hakim', 'Rangga Djoned', 'Citra Prima', 'Yayu A.W. Unru', 'Neny Anggraeni', 'Rayhand Khan'];121
Nyai: A Woman from Java;08/11/1988;;Drama;;7.1;17;Indonesian;Garin Nugroho;['Annisa Hertami', 'Rudy Corenz', 'Cahwati Sugiarto', 'Gunawan Maryanto', 'Jamaludin Latief', 'Haydar Salishz', nan, nan, nan, nan, nan, nan, nan, nan, nan];60
Pesantren Impian;22/01/1950;;Drama;;5.6;14;Indonesian;Ifa Isfansyah;['Prisia Nasution', 'Fachry Albar', 'Dinda Kanyadewi', 'Indah Permatasari', 'Vika Aditya', 'Usmiyati Brohisman', 'Sheila Cascales', 'Febby Stephanie Ginting', 'Alexandra Gottardo', 'Annisa Hertami', 'Fuad Idris', 'Vanda Mutiara', 'Sita Nursanti', 'Rukman Rosadi', 'Haydar Salishz'];63
Rudy Habibie;09/04/2016;This movie follows the story of the 3rd President of Indonesia, B.J. Habibie, young life when he was studying in the university in Germany, his struggle life as a student, and his love life before he eventually dates Ainun.;Biography;13+;7.5;644;Indonesian;Hanung Bramantyo;['Reza Rahadian', 'Chelsea Islan', 'Ernest Prakasa', 'Indah Permatasari', 'Pandji Pragiwaksono', 'Boris Bokir', 'Dian Nitami', 'Donny Damara', 'Millane Fernandez', 'Cornelio Sunny', 'Leroy Osmani', 'Timo Scheunemann', 'Verdi Solaiman', 'Julie Alexandra', 'Bagas Luhur Pribadi'];69
Rumah Malaikat;26/01/2000;;Horror;;5.4;16;Indonesian;Billy Christian;['Mentari De Marelle', 'Agung Saga', 'Roweina Umboh', 'Dayu Wijanto', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];194
Sabtu Bersama Bapak;26/01/1972;It's a story about a young man looking for a love learning, about a man who learned to be a father and a good husband, about a mother who raised them with love and about father who left a message and promised to always be with them.;Drama;;7.5;279;Indonesian;Monty Tiwa;['Sheila Dara Aisha', 'Abimana Aryasatya', 'Deva Mahenra', 'Ernest Prakasa', 'Arifin Putra', 'Acha Septriasa', 'Ira Wibowo', nan, nan, nan, nan, nan, nan, nan, nan];48
Shy Shy Cat;14/09/2007;She does not want to return home because of the backward village. Especially she is paired with Otoy, whom she remembers as the sucks child.;Comedy;;6.4;35;Indonesian;Monty Tiwa;['Fedi Nuril', 'Nirina Zubir', 'Acha Septriasa', 'Tika Bravani', 'Titi Kamal', 'Soleh Solihun', 'Budi Dalton', 'Fitria Sechan', 'Iszur Muchtar', 'Bella Graceva', 'Dwi Sasono', 'Tio Pakusadewo', 'Juwita Bahar', 'Adelia Rasya', 'Poppy Sovia'];157
Stay with Me;03/01/1992;Boy Dimas (Boy William) and Deyna (Ully Triani) are a couple who promise to stay together forever. One day, Deyna gets the news that her parents died in a plane crash. The incident forces her to go to Europe and live with her Aunt.;Drama;;7.4;13;Indonesian;Rudy Soedjarwo;['Boy William', 'Ully Triani', 'Natasha Ratulangi', 'Firman Subagja', 'Nahtalie Pandoyo', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];182
Sundul Gan: The Story of Kaskus;04/10/1989;At Seattle, when realizing Andrew Darwis is a man who created Kaskus, Ken Dean, a man with great passion quickly persuade Andrew to come back to Indonesia so they can expand this site ...;Biography;D;8.5;29;Indonesian;Naya Anindita;['Ahmad Affandy', 'Pamela Bowie', 'Andre Bablo Fardanish', 'Albert Halim', 'Dion Wiyoko', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];132
Sunya;21/06/2000;Indonesia, especially Java land is all about the mystical. The story of a man named bejo who must save his grandmother because she can not live or die, but bejo become trapped in the fairy ...;Drama;;8.6;9;Indonesian;Hari Suhariyadi;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];129
Super Didi;19/07/1987;In two weeks absence of his wife, a young brilliant architect has to look after his two little girls as a clueless father. In the meantime he got a deadline of the most important project in his career.;Comedy;SU;7.1;19;Indonesian;Hadrah Daeng Ratu;['Vino G. Bastian', 'Karina Nadila', 'Ira Maya Sopha', 'Mathias Muchus', 'Anjanique Renney', 'Aviela Reyna', 'Mike Lucock', 'Verdi Solaiman', 'Zilly Larasati', 'Patty Sandya', 'Joe Project P.', 'Bayu Oktara', 'Sandy Andarusman', 'Bang Tigor', 'Marcella Lumowa'];95
Surat Cinta Untuk Kartini;28/04/1967;On his first day of work, a new postman who recently moved from Semarang did not realize that one of the letters he delivered was for Kartini, a beautiful who also care for people, and he starts to fall in love with her.;Drama;;7.8;22;Indonesian;Azhar Kinoi Lubis;['Chicco Jerikho', 'Rania Putri Sari', 'Ence Bagus', 'Donny Damara', 'Acha Septriasa', 'Ayu Dyah Pasha', 'Melayu Nicole', 'Keke Soeryo', 'Christabelle Grace Marbun', 'Oktavia Owe', 'Nina Syaheda', 'Vanda Mutiara', 'Maya Putri', nan, nan];185
Surat dari Praha;17/02/1951;A girl named Larasati (Julie Estelle), trying to fulfill her deceased mother's last wish to deliver a box filled with letters from her past to an old guy lived in Prague. A story about forgiveness, tying loose end and bond.;Drama;R;7.2;262;Indonesian;Angga Dwimas Sasongko;['Julie Estelle', 'Tio Pakusadewo', 'Rio Dewanto', 'Widyawati', 'Chicco Jerikho', 'Jajang C. Noer', 'Shafira Umm', nan, nan, nan, nan, nan, nan, nan, nan];199
The Sinking of Van Der Wijck;02/04/1973;Adapted from a classic novel with the same title, the movie tells a love story between Zainuddin, Hayati, and Aziz. With the difference in social background lead Zainuddin and Hayati's true love to a tragedy on sailing Van Der Wijck ship.;Drama;13+;7.6;1023;Dutch;Sunil Soraya;['Herjunot Ali', 'Pevita Pearce', 'Reza Rahadian', 'Randy Nidji', 'Gesya Shandy', 'Kevin Andrean', 'Arzetti Bilbina', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan];144
